Image,Emotion,EAR,PupilSize
archive/train\angry\im1040.png,angry,0.4611994712812595,0.19476727982162764
archive/train\angry\im1042.png,angry,0.34185154126686046,0.6714810924369747
archive/train\angry\im1043.png,angry,0.4280706866670559,0.12045454545454545
archive/train\angry\im1045.png,angry,0.29254202101265436,0.014732142857142857
archive/train\angry\im1046.png,angry,0.2337137975269339,0.01
archive/train\angry\im1049.png,angry,0.3574412612747526,0.8131469979296067
archive/train\angry\im105.png,angry,0.34840188042722375,0.2986111111111111
archive/train\angry\im1050.png,angry,0.42797254345662106,0.14722222222222223
archive/train\angry\im1051.png,angry,0.19796390270972258,0.09666666666666666
archive/train\angry\im1052.png,angry,0.20310927326544953,0.9213095238095239
archive/train\angry\im1053.png,angry,0.39025290659763423,0.18518518518518517
archive/train\angry\im1055.png,angry,0.38768695573415973,0.18838383838383838
archive/train\angry\im1056.png,angry,0.3506829906231713,0.001893939393939394
archive/train\angry\im1057.png,angry,0.30796754143398763,0.15516774891774893
archive/train\angry\im1058.png,angry,0.24123295882860474,0.41463157894736846
archive/train\angry\im1059.png,angry,0.23568968271974308,0.3781043517885623
archive/train\angry\im106.png,angry,0.29800277523102736,0.8134920634920635
archive/train\angry\im1062.png,angry,0.2942103747936261,0.25724637681159424
archive/train\angry\im1063.png,angry,0.289025014843731,0.31814505693581785
archive/train\angry\im1064.png,angry,0.347627267945642,0.04004329004329004
archive/train\angry\im1065.png,angry,0.2662532827233228,0.05625
archive/train\angry\im1067.png,angry,0.3659847313711909,0.10761278195488722
archive/train\angry\im1069.png,angry,0.2876940603202559,0.4068027210884354
archive/train\angry\im1070.png,angry,0.3933182038598038,0.05964912280701754
archive/train\angry\im1072.png,angry,0.28640069486400016,0.33538011695906433
archive/train\angry\im1075.png,angry,0.25216048398934465,0.10260770975056689
archive/train\angry\im1076.png,angry,0.3271510030825344,0.12946428571428573
archive/train\angry\im1077.png,angry,0.23768208880164943,0.35119047619047616
archive/train\angry\im1079.png,angry,0.38315174523859474,0.044444444444444446
archive/train\angry\im1081.png,angry,0.23847731984945544,0.196875
archive/train\angry\im1082.png,angry,0.3198396994070407,0.3347613035113035
archive/train\angry\im1083.png,angry,0.26707735900547414,0.7784090909090908
archive/train\angry\im1084.png,angry,0.2874322903516114,0.19415584415584414
archive/train\angry\im1086.png,angry,0.4694322736193737,0.05220588235294117
archive/train\angry\im1087.png,angry,0.19290750046574293,0.06085526315789473
archive/train\angry\im1089.png,angry,0.20886345908165743,0.16761363636363638
archive/train\angry\im109.png,angry,0.2746238645111495,0.029411764705882353
archive/train\angry\im1091.png,angry,0.2905082588319341,0.37202380952380953
archive/train\angry\im1092.png,angry,0.3636018540492579,0.4363328664799253
archive/train\angry\im1093.png,angry,0.3298381293572876,0.4042346542346542
archive/train\angry\im1094.png,angry,0.3788708881505303,0.3232473544973545
archive/train\angry\im1095.png,angry,0.3765768580648332,0.09768518518518518
archive/train\angry\im1096.png,angry,0.20050125313283207,0.44227272727272726
archive/train\angry\im1097.png,angry,0.30026006454282816,0.16327537593984962
archive/train\angry\im1099.png,angry,0.38103693030637903,0.1805253623188406
archive/train\angry\im1100.png,angry,0.2946349382470189,0.06413091552410438
archive/train\angry\im1101.png,angry,0.2168206059808619,0.15681818181818183
archive/train\angry\im1103.png,angry,0.43200341586046787,0.19950396825396827
archive/train\angry\im1104.png,angry,0.3322763203279311,0.5192307692307692
archive/train\angry\im1105.png,angry,0.280195925226573,0.14523809523809522
archive/train\angry\im1108.png,angry,0.3453676280584438,0.30243055555555554
archive/train\angry\im1109.png,angry,0.2834375555744074,0.6223684210526316
archive/train\angry\im1111.png,angry,0.26449121522274627,0.7017543859649122
archive/train\angry\im1112.png,angry,0.21861613615219594,0.36964285714285716
archive/train\angry\im1113.png,angry,0.30066768482880113,0.930812324929972
archive/train\angry\im1114.png,angry,0.18470289584613309,0.498917748917749
archive/train\angry\im1115.png,angry,0.2730739757472834,0.31087662337662336
archive/train\angry\im1116.png,angry,0.2921589546018396,0.48413149350649354
archive/train\angry\im1117.png,angry,0.2584217986092028,0.032539682539682535
archive/train\angry\im1118.png,angry,0.2905113150832207,0.5165441176470589
archive/train\angry\im1119.png,angry,0.35871677707400595,0.36392914653784214
archive/train\angry\im1123.png,angry,0.2706893863949561,0.3803606237816764
archive/train\angry\im1124.png,angry,0.24835765713856947,0.13937621832358674
archive/train\angry\im1128.png,angry,0.350438670053787,0.20493421052631577
archive/train\angry\im1129.png,angry,0.29428571909343265,0.13237639553429026
archive/train\angry\im1131.png,angry,0.16429824674176036,0.0
archive/train\angry\im1133.png,angry,0.3689607159170948,0.14849537037037036
archive/train\angry\im1135.png,angry,0.2999453869504935,0.44903926482873846
archive/train\angry\im1137.png,angry,0.4116968087199971,0.0
archive/train\angry\im1138.png,angry,0.30020055614677627,0.5770975056689343
archive/train\angry\im1139.png,angry,0.35768190254958465,0.38888888888888884
archive/train\angry\im1141.png,angry,0.37527273477804546,0.15434782608695652
archive/train\angry\im1144.png,angry,0.3426068172924709,0.1760869565217391
archive/train\angry\im1145.png,angry,0.14253539089956802,0.6261363636363637
archive/train\angry\im1146.png,angry,0.30959688808713276,0.20401785714285714
archive/train\angry\im1147.png,angry,0.31112665623507135,0.6685107655502392
archive/train\angry\im1148.png,angry,0.29417529904228595,0.07413419913419914
archive/train\angry\im115.png,angry,0.36932647449812317,0.13450292397660818
archive/train\angry\im1150.png,angry,0.16428327796848347,0.8681318681318682
archive/train\angry\im1151.png,angry,0.3776921411363784,0.2067901234567901
archive/train\angry\im1153.png,angry,0.27458493981531507,0.15228758169934642
archive/train\angry\im1154.png,angry,0.38399014519385277,0.1041005291005291
archive/train\angry\im1155.png,angry,0.3630491439105527,0.0
archive/train\angry\im1156.png,angry,0.39239880498103274,0.07984607984607985
archive/train\angry\im1158.png,angry,0.3861106466793302,0.1875
archive/train\angry\im116.png,angry,0.2636604648946553,0.35374149659863946
archive/train\angry\im1160.png,angry,0.5215436931333479,0.09276954929128842
archive/train\angry\im1162.png,angry,0.39680513012176144,0.4225296442687747
archive/train\angry\im1163.png,angry,0.2571759563567313,0.6590909090909092
archive/train\angry\im1165.png,angry,0.3487967523156971,0.1698529411764706
archive/train\angry\im1166.png,angry,0.24726947817834563,0.06544117647058824
archive/train\angry\im1168.png,angry,0.24755251863637817,0.03007518796992481
archive/train\angry\im1169.png,angry,0.3762411499637289,0.0380952380952381
archive/train\angry\im117.png,angry,0.2576764197015704,0.8594057457693821
archive/train\angry\im1170.png,angry,0.37505709765806805,0.58125
archive/train\angry\im1172.png,angry,0.3778909346287265,0.0
archive/train\angry\im1173.png,angry,0.053090731933267535,0.4605263157894737
archive/train\angry\im1176.png,angry,0.3133107861236789,0.3789772727272728
archive/train\angry\im1177.png,angry,0.31944667879756483,0.7519047619047619
archive/train\angry\im1178.png,angry,0.3456503344963375,0.6774355877616747
archive/train\angry\im1179.png,angry,0.24559743863000105,0.31915204678362574
archive/train\angry\im1180.png,angry,0.38209725754598944,0.2398989898989899
archive/train\angry\im1182.png,angry,0.4160508223469914,0.04702380952380952
archive/train\angry\im1183.png,angry,0.37914412686138943,0.10614035087719298
archive/train\angry\im1188.png,angry,0.2511018215006325,0.18408613445378152
archive/train\angry\im1189.png,angry,0.30800506955260726,0.0744047619047619
archive/train\angry\im1190.png,angry,0.23680339887498947,0.293859649122807
archive/train\angry\im1191.png,angry,0.22653491724586855,0.8333333333333333
archive/train\angry\im1192.png,angry,0.36838682547980367,0.013784461152882205
archive/train\angry\im1193.png,angry,0.14775023332693626,0.7080745341614907
archive/train\angry\im1197.png,angry,0.3759234477039447,0.0
archive/train\angry\im1198.png,angry,0.31713651312303814,0.05357142857142857
archive/train\angry\im120.png,angry,0.34616890763041164,0.8473389355742298
archive/train\angry\im1201.png,angry,0.43325187013476246,0.0266855154414963
archive/train\angry\im1204.png,angry,0.3077434967783653,0.0
archive/train\angry\im1205.png,angry,0.29744219723591175,0.18740601503759396
archive/train\angry\im1206.png,angry,0.28076882462105857,0.5296972049689441
archive/train\angry\im1207.png,angry,0.40497994873817494,0.1284795168067227
archive/train\angry\im121.png,angry,0.12328525246908822,0.09736842105263158
archive/train\angry\im1210.png,angry,0.3840976629193942,0.4005833333333333
archive/train\angry\im1211.png,angry,0.20300968311579753,0.0
archive/train\angry\im1212.png,angry,0.3742803663010166,0.03205128205128205
archive/train\angry\im1213.png,angry,0.13211933023663935,0.0
archive/train\angry\im1214.png,angry,0.28523143336198964,0.49153846153846154
archive/train\angry\im1215.png,angry,0.2720388139478483,0.6860902255639098
archive/train\angry\im1216.png,angry,0.2869509059402582,0.12777777777777777
archive/train\angry\im1217.png,angry,0.31622290969924544,0.6008771929824561
archive/train\angry\im1219.png,angry,0.349615417934963,0.649266975308642
archive/train\angry\im1220.png,angry,0.31062550658269183,0.03923853923853924
archive/train\angry\im1221.png,angry,0.3793855896627386,0.065625
archive/train\angry\im1224.png,angry,0.4045875690122372,0.1090909090909091
archive/train\angry\im1225.png,angry,0.29976512914438225,0.3719806763285024
archive/train\angry\im1229.png,angry,0.38969770637549234,0.4140046296296296
archive/train\angry\im123.png,angry,0.36636389280294007,0.04257246376811594
archive/train\angry\im1230.png,angry,0.21038522029671003,0.19375
archive/train\angry\im1231.png,angry,0.5796269224835925,0.0
archive/train\angry\im1232.png,angry,0.39585291248446725,0.07342430149447693
archive/train\angry\im1233.png,angry,0.25311162844257956,0.018518518518518517
archive/train\angry\im1234.png,angry,0.3307970005203584,0.09490740740740741
archive/train\angry\im1235.png,angry,0.3271463609963223,0.20168650793650794
archive/train\angry\im1236.png,angry,0.36201997565678,0.306873078612209
archive/train\angry\im1238.png,angry,0.2539101285821801,0.5239583333333333
archive/train\angry\im1239.png,angry,0.2511788037332474,0.10173160173160173
archive/train\angry\im124.png,angry,0.33297135145658086,0.1625
archive/train\angry\im1240.png,angry,0.24434400089638808,0.09607142857142857
archive/train\angry\im1241.png,angry,0.3297410297389438,0.03670231729055259
archive/train\angry\im1242.png,angry,0.38073383637240044,0.1646153846153846
archive/train\angry\im1244.png,angry,0.29547722167351326,0.7784090909090908
archive/train\angry\im1246.png,angry,0.3692498216343306,0.06153846153846154
archive/train\angry\im1247.png,angry,0.30224630784908335,0.0
archive/train\angry\im1248.png,angry,0.2424038953337772,0.12755102040816327
archive/train\angry\im1249.png,angry,0.3016231423498943,0.07633298933608532
archive/train\angry\im125.png,angry,0.2647525120311587,0.4915084915084915
archive/train\angry\im1251.png,angry,0.32095165214515525,0.2623624011007912
archive/train\angry\im1254.png,angry,0.13281011873391574,0.8372916666666668
archive/train\angry\im1255.png,angry,0.3052442726884257,0.2600511695906432
archive/train\angry\im1256.png,angry,0.33914576751699677,0.2579365079365079
archive/train\angry\im1257.png,angry,0.30508729179715466,0.2511904761904762
archive/train\angry\im1258.png,angry,0.38485407609358024,0.0
archive/train\angry\im126.png,angry,0.17038467515164,0.5619019138755981
archive/train\angry\im1260.png,angry,0.2919161481700233,0.1469298245614035
archive/train\angry\im1261.png,angry,0.3200896500114762,0.0
archive/train\angry\im1264.png,angry,0.25868742707417214,0.03888888888888889
archive/train\angry\im1265.png,angry,0.2973467538761426,0.8409722222222222
archive/train\angry\im1266.png,angry,0.19927308510369646,0.37876482213438734
archive/train\angry\im1268.png,angry,0.36029781680974116,0.22723214285714285
archive/train\angry\im1269.png,angry,0.3541499789093595,0.015873015873015872
archive/train\angry\im127.png,angry,0.22222129946781727,0.5590599876314162
archive/train\angry\im1270.png,angry,0.3880067238120022,0.149994027711419
archive/train\angry\im1271.png,angry,0.07508163313634131,0.5504385964912281
archive/train\angry\im1272.png,angry,0.18359487233513394,0.15714285714285714
archive/train\angry\im1273.png,angry,0.38147798967847335,0.05416666666666667
archive/train\angry\im1274.png,angry,0.35396394126458375,0.3233187134502924
archive/train\angry\im1275.png,angry,0.36777991416647837,0.13310185185185186
archive/train\angry\im1277.png,angry,0.16670887523309985,0.975
archive/train\angry\im1279.png,angry,0.37476532692804493,0.35113636363636364
archive/train\angry\im128.png,angry,0.46341660066318646,0.0
archive/train\angry\im1280.png,angry,0.335456232821022,0.0
archive/train\angry\im1281.png,angry,0.36039372408868897,0.020373774509803922
archive/train\angry\im1282.png,angry,0.23788124519027098,0.22592592592592592
archive/train\angry\im1284.png,angry,0.15012308862818685,0.7357456140350878
archive/train\angry\im1285.png,angry,0.36809524535511284,0.003289473684210526
archive/train\angry\im1287.png,angry,0.1374882365468911,0.02957516339869281
archive/train\angry\im1289.png,angry,0.3290869932452506,0.12891604010025062
archive/train\angry\im129.png,angry,0.4027289958463411,0.19752791068580544
archive/train\angry\im1290.png,angry,0.21336153579533018,0.38222222222222224
archive/train\angry\im1291.png,angry,0.3421052631578947,0.0
archive/train\angry\im1292.png,angry,0.319726581317082,0.08313908313908314
archive/train\angry\im1294.png,angry,0.2860938025304501,0.4447089947089947
archive/train\angry\im1295.png,angry,0.3418303033974442,0.09802234299516907
archive/train\angry\im1296.png,angry,0.18766433227824497,0.17745098039215684
archive/train\angry\im1297.png,angry,0.29783124792562155,0.2746031746031746
archive/train\angry\im1298.png,angry,0.3485305486249223,0.0
archive/train\angry\im13.png,angry,0.29324963602003074,0.011904761904761904
archive/train\angry\im1300.png,angry,0.34039526213221344,0.029605263157894735
archive/train\angry\im1302.png,angry,0.358302186086815,0.380281432748538
archive/train\angry\im1303.png,angry,0.264769054101588,0.12142857142857143
archive/train\angry\im1304.png,angry,0.30089811541839884,0.004901960784313725
archive/train\angry\im1305.png,angry,0.3299032857659081,0.31746031746031744
archive/train\angry\im1307.png,angry,0.4315026926376563,0.13157894736842105
archive/train\angry\im1308.png,angry,0.23041644213703485,0.881578947368421
archive/train\angry\im1309.png,angry,0.34158802848871356,0.1178030303030303
archive/train\angry\im131.png,angry,0.4505276373319034,0.4293650793650794
archive/train\angry\im1310.png,angry,0.35625407459752545,0.009375
archive/train\angry\im1311.png,angry,0.32655554955119603,0.0
archive/train\angry\im1312.png,angry,0.2056186158422601,0.03574561403508772
archive/train\angry\im1315.png,angry,0.4245441574530061,0.0554945054945055
archive/train\angry\im1318.png,angry,0.29228645895707384,0.2124597423510467
archive/train\angry\im1319.png,angry,0.3341882100754779,0.7643202208419599
archive/train\angry\im1320.png,angry,0.300711348868986,0.3492063492063492
archive/train\angry\im1323.png,angry,0.4098113180041427,0.4782608695652174
archive/train\angry\im1327.png,angry,0.28548010393498313,0.21150097465886938
archive/train\angry\im1329.png,angry,0.3436369711647858,0.8907563025210083
archive/train\angry\im133.png,angry,0.22195891381292454,0.7138888888888889
archive/train\angry\im1331.png,angry,0.31813255523478334,0.7734375
archive/train\angry\im1332.png,angry,0.13561362059503412,0.11854636591478696
archive/train\angry\im1333.png,angry,0.2542176166618424,0.6805932971014492
archive/train\angry\im1334.png,angry,0.3140595983963703,0.008403361344537815
archive/train\angry\im1335.png,angry,0.3641668312507079,0.10433201058201058
archive/train\angry\im1336.png,angry,0.4745730170119935,0.07055555555555555
archive/train\angry\im1337.png,angry,0.20881921801080383,0.1647186147186147
archive/train\angry\im1338.png,angry,0.31621813198455595,0.36447890559732665
archive/train\angry\im1339.png,angry,0.17631251149607774,0.19333333333333333
archive/train\angry\im134.png,angry,0.31045457724308734,0.1873219373219373
archive/train\angry\im1340.png,angry,0.38896755901836344,0.09583333333333333
archive/train\angry\im1343.png,angry,0.21869573414983468,0.6916666666666667
archive/train\angry\im1344.png,angry,0.34502712517863954,0.06570512820512821
archive/train\angry\im1345.png,angry,0.4891921528353178,0.0
archive/train\angry\im1346.png,angry,0.37203196700491026,0.16539682539682538
archive/train\angry\im1347.png,angry,0.1984236769489564,0.4955533596837945
archive/train\angry\im1348.png,angry,0.32891591086441285,0.2
archive/train\angry\im1349.png,angry,0.3327284832030414,0.2857142857142857
archive/train\angry\im135.png,angry,0.4616383644083537,0.1228414442700157
archive/train\angry\im1350.png,angry,0.3445256981923588,0.29720496894409937
archive/train\angry\im1352.png,angry,0.23690147957378865,0.07222222222222222
archive/train\angry\im1353.png,angry,0.3226744658893339,0.12532894736842107
archive/train\angry\im1354.png,angry,0.3715821511429571,0.3596837944664032
archive/train\angry\im1356.png,angry,0.3414126885750506,0.1595655806182122
archive/train\angry\im1357.png,angry,0.1787561712107324,1.0
archive/train\angry\im1358.png,angry,0.22868570965174523,0.1784313725490196
archive/train\angry\im1359.png,angry,0.19912279006826347,0.03125
archive/train\angry\im136.png,angry,0.2880250541357866,0.18055555555555555
archive/train\angry\im1361.png,angry,0.3405787839108443,0.5317460317460317
archive/train\angry\im1362.png,angry,0.22999417376864323,0.0035714285714285713
archive/train\angry\im1363.png,angry,0.37410796210263686,0.4095238095238095
archive/train\angry\im1364.png,angry,0.28679284572068775,0.2643633540372671
archive/train\angry\im1366.png,angry,0.24423945528699295,0.48333333333333334
archive/train\angry\im1368.png,angry,0.3278830392255054,0.8680555555555556
archive/train\angry\im1369.png,angry,0.3377175293232827,0.0
archive/train\angry\im137.png,angry,0.2884776510871502,0.1376923076923077
archive/train\angry\im1371.png,angry,0.49546657823858775,0.1353108044837368
archive/train\angry\im1372.png,angry,0.21480854952787556,0.7306644880174291
archive/train\angry\im1373.png,angry,0.35673169266771865,0.24909420289855072
archive/train\angry\im1375.png,angry,0.4095965713422786,0.18075980392156862
archive/train\angry\im1376.png,angry,0.39941681130830964,0.06272727272727273
archive/train\angry\im1378.png,angry,0.32081615236784833,0.3913043478260869
archive/train\angry\im138.png,angry,0.20173013080495267,0.32996031746031745
archive/train\angry\im1382.png,angry,0.22546548609048422,0.7789473684210526
archive/train\angry\im1383.png,angry,0.23859773310314247,0.36742424242424243
archive/train\angry\im1384.png,angry,0.29167575722061045,0.23095238095238096
archive/train\angry\im1386.png,angry,0.25653513746011614,0.49831932773109244
archive/train\angry\im1388.png,angry,0.2844356970222647,0.7291666666666666
archive/train\angry\im1389.png,angry,0.33632203861296606,0.23015873015873015
archive/train\angry\im139.png,angry,0.3438186729867465,0.20709033613445377
archive/train\angry\im1390.png,angry,0.42254753452017313,0.1967261904761905
archive/train\angry\im1392.png,angry,0.3353854311820733,0.1141025641025641
archive/train\angry\im1394.png,angry,0.3489858934858175,0.0
archive/train\angry\im1396.png,angry,0.30619914010951865,0.009259259259259259
archive/train\angry\im1399.png,angry,0.3121957153879513,0.16316526610644258
archive/train\angry\im14.png,angry,0.2748440423597306,0.2757936507936508
archive/train\angry\im1400.png,angry,0.2505800339089119,0.1386574074074074
archive/train\angry\im1401.png,angry,0.40426656634662156,0.24572649572649574
archive/train\angry\im1403.png,angry,0.19829780378582057,0.8206709956709957
archive/train\angry\im1404.png,angry,0.16230604340569135,0.0
archive/train\angry\im1405.png,angry,0.2598226219599343,0.007518796992481203
archive/train\angry\im1407.png,angry,0.3831980727758366,0.30252525252525253
archive/train\angry\im1408.png,angry,0.26727999943672254,0.3639455782312925
archive/train\angry\im141.png,angry,0.28923607691800746,0.5357142857142857
archive/train\angry\im1410.png,angry,0.2656776711753489,0.08399470899470898
archive/train\angry\im1411.png,angry,0.27916637879135225,0.3449404761904762
archive/train\angry\im1412.png,angry,0.29825157274479913,0.48958333333333337
archive/train\angry\im1413.png,angry,0.31121554899372894,0.8677248677248677
archive/train\angry\im1415.png,angry,0.3192145214805825,0.4970588235294118
archive/train\angry\im1416.png,angry,0.22774709876440244,0.0
archive/train\angry\im1417.png,angry,0.32954356406552754,0.44764610389610393
archive/train\angry\im1419.png,angry,0.4388631492354128,0.26498538011695905
archive/train\angry\im142.png,angry,0.2773821979828179,0.6621503496503496
archive/train\angry\im1421.png,angry,0.1794155989496206,0.8365683229813665
archive/train\angry\im1423.png,angry,0.3776475550315407,0.13872549019607844
archive/train\angry\im1424.png,angry,0.32646992084639714,0.5452380952380953
archive/train\angry\im1425.png,angry,0.2991946762676412,0.523538961038961
archive/train\angry\im1426.png,angry,0.2673370295049419,0.2155221992178514
archive/train\angry\im1428.png,angry,0.14362491042889958,0.6847058823529412
archive/train\angry\im1429.png,angry,0.48594476118940305,0.48412698412698413
archive/train\angry\im143.png,angry,0.27985708891576866,0.348015873015873
archive/train\angry\im1432.png,angry,0.392626850130486,0.052500000000000005
archive/train\angry\im1433.png,angry,0.3569433154903553,0.05
archive/train\angry\im1434.png,angry,0.2744753178291679,0.8911732456140351
archive/train\angry\im1435.png,angry,0.2546367554313887,0.2972222222222222
archive/train\angry\im1436.png,angry,0.2627123181369769,0.09273182957393483
archive/train\angry\im1438.png,angry,0.2916034927952702,0.3357142857142857
archive/train\angry\im144.png,angry,0.20180522618306987,0.13402777777777777
archive/train\angry\im1440.png,angry,0.20571518774724884,0.0
archive/train\angry\im1441.png,angry,0.36998638378493176,0.013122507122507123
archive/train\angry\im1444.png,angry,0.3236266589098457,0.5430900621118012
archive/train\angry\im1445.png,angry,0.40296197112062326,0.1029040404040404
archive/train\angry\im1446.png,angry,0.29750418077895346,0.3263888888888889
archive/train\angry\im1447.png,angry,0.3447411766234041,0.0125
archive/train\angry\im1448.png,angry,0.34728540126249896,0.7400793650793651
archive/train\angry\im1449.png,angry,0.20708180358919726,0.786231884057971
archive/train\angry\im1451.png,angry,0.29396833576369363,0.631578947368421
archive/train\angry\im1452.png,angry,0.28921049198487775,0.0
archive/train\angry\im1453.png,angry,0.3129705160143864,0.04205128205128206
archive/train\angry\im1454.png,angry,0.21357874813134287,0.04748822605965464
archive/train\angry\im1455.png,angry,0.4021547001555308,0.07602339181286549
archive/train\angry\im1457.png,angry,0.34548503592188046,0.7001262626262627
archive/train\angry\im1459.png,angry,0.2728155457511804,0.7437830687830688
archive/train\angry\im146.png,angry,0.3677525949618772,0.407736516357206
archive/train\angry\im1460.png,angry,0.33074883997642257,0.12522045855379188
archive/train\angry\im1465.png,angry,0.34681637788013353,0.40604575163398693
archive/train\angry\im1469.png,angry,0.30937034230585037,0.18273809523809526
archive/train\angry\im147.png,angry,0.39761205777037767,0.3418996710526316
archive/train\angry\im1470.png,angry,0.4086403408539424,0.08282051282051282
archive/train\angry\im1472.png,angry,0.2999986287975709,0.6041666666666667
archive/train\angry\im1473.png,angry,0.3755199362689016,0.008695652173913044
archive/train\angry\im1476.png,angry,0.3374316869709223,0.3569389547650417
archive/train\angry\im1477.png,angry,0.44975405461271895,0.5025974025974026
archive/train\angry\im1478.png,angry,0.2732395212705894,0.26973684210526316
archive/train\angry\im148.png,angry,0.381827576283662,0.05648004815961472
archive/train\angry\im1481.png,angry,0.3039502744662961,0.33170995670995673
archive/train\angry\im1483.png,angry,0.4412025399420674,0.030202821869488534
archive/train\angry\im1485.png,angry,0.2216969726454926,0.20535714285714285
archive/train\angry\im1487.png,angry,0.3290869932452506,0.12891604010025062
archive/train\angry\im1489.png,angry,0.3409920283410449,0.2651111111111111
archive/train\angry\im149.png,angry,0.33731270230231025,0.2738095238095238
archive/train\angry\im1491.png,angry,0.32259880389007745,0.6903439153439154
archive/train\angry\im1492.png,angry,0.41452767603173,0.07969367588932806
archive/train\angry\im1493.png,angry,0.29755485866921194,0.17842261904761902
archive/train\angry\im1496.png,angry,0.2481242754384225,0.0
archive/train\angry\im1497.png,angry,0.29224645397644,0.0
archive/train\angry\im1498.png,angry,0.3400816177814201,0.023809523809523808
archive/train\angry\im150.png,angry,0.3803149203299828,0.23083333333333333
archive/train\angry\im1500.png,angry,0.19442479392159362,0.09502262443438914
archive/train\angry\im1501.png,angry,0.37965501563449316,0.3265056022408963
archive/train\angry\im1502.png,angry,0.41393919372622157,0.9277777777777778
archive/train\angry\im1503.png,angry,0.41200882154371266,0.1206945228684359
archive/train\angry\im1504.png,angry,0.22181738263174805,0.5785714285714285
archive/train\angry\im1505.png,angry,0.2513437825410594,0.676948051948052
archive/train\angry\im1506.png,angry,0.3170747141541318,0.5933583959899749
archive/train\angry\im1507.png,angry,0.24986584382993082,0.5299340810704447
archive/train\angry\im1508.png,angry,0.31822279160708944,0.242734593837535
archive/train\angry\im1509.png,angry,0.4327828123133888,0.3311363636363636
archive/train\angry\im1510.png,angry,0.3683108805699533,0.04745454545454546
archive/train\angry\im1511.png,angry,0.3641399312519139,0.6191520467836258
archive/train\angry\im1512.png,angry,0.24995174900286693,0.9184873949579833
archive/train\angry\im1513.png,angry,0.20359972525935632,0.8294117647058823
archive/train\angry\im1514.png,angry,0.32957257554696007,0.15674603174603174
archive/train\angry\im1515.png,angry,0.5450992448517608,0.17592592592592593
archive/train\angry\im1516.png,angry,0.36999886166438034,0.46543441938178776
archive/train\angry\im1517.png,angry,0.29949198426030976,0.02546296296296296
archive/train\angry\im1518.png,angry,0.32499999999999996,0.6780045351473922
archive/train\angry\im1519.png,angry,0.38783117878174195,0.22846320346320348
archive/train\angry\im152.png,angry,0.3203055805884245,0.5157828282828283
archive/train\angry\im1520.png,angry,0.37648510143264796,0.07676767676767678
archive/train\angry\im1523.png,angry,0.3366676851531188,0.4838624338624339
archive/train\angry\im1524.png,angry,0.30214246763758523,0.06321708937198067
archive/train\angry\im1525.png,angry,0.34402263101788755,0.0
archive/train\angry\im1526.png,angry,0.3728503348451896,0.506084656084656
archive/train\angry\im1527.png,angry,0.2885227609571016,0.2642857142857143
archive/train\angry\im1528.png,angry,0.2565526495833619,0.011111111111111112
archive/train\angry\im1531.png,angry,0.4143253389608179,0.1668956043956044
